Epoch-Num	Learning-Rate	Train-Loss	Train-acc-B	Train-acc	Valid-Loss	Valid-acc-B	Valid-acc	
333.000000	0.000835	1.508000	96.106000	96.348000	1.636000	83.739000	85.566000	
334.000000	0.000830	1.511000	95.908000	96.199000	1.639000	83.626000	85.704000	
335.000000	0.000824	1.505000	96.241000	96.620000	1.623000	85.353000	86.745000	
336.000000	0.000819	1.509000	96.017000	96.155000	1.683000	79.501000	82.547000	
337.000000	0.000814	1.509000	95.883000	96.269000	1.644000	82.426000	84.837000	
338.000000	0.000809	1.506000	96.133000	96.603000	1.629000	83.362000	85.496000	
339.000000	0.000804	1.506000	96.021000	96.471000	1.639000	82.115000	85.045000	
340.000000	0.000799	1.504000	96.479000	96.656000	1.630000	83.982000	85.704000	
341.000000	0.000794	1.505000	96.348000	96.506000	1.623000	85.168000	86.641000	
342.000000	0.000789	1.508000	96.133000	96.392000	1.629000	84.458000	86.086000	
343.000000	0.000784	1.507000	95.925000	96.313000	1.627000	84.077000	86.329000	
344.000000	0.000779	1.506000	96.095000	96.480000	1.640000	83.362000	85.600000	
345.000000	0.000774	1.503000	96.454000	96.735000	1.633000	84.955000	85.878000	
346.000000	0.000769	1.505000	96.135000	96.489000	1.643000	82.817000	85.461000	
347.000000	0.000764	1.505000	96.426000	96.682000	1.630000	84.860000	86.745000	
348.000000	0.000759	1.504000	96.380000	96.506000	1.631000	84.298000	85.982000	
349.000000	0.000754	1.505000	96.395000	96.577000	1.627000	84.373000	85.878000	
350.000000	0.000749	1.500000	96.719000	96.831000	1.627000	83.902000	85.878000	
351.000000	0.000744	1.504000	96.208000	96.620000	1.628000	84.658000	86.051000	
352.000000	0.000739	1.499000	96.576000	96.849000	1.653000	81.911000	84.212000	
353.000000	0.000734	1.499000	96.652000	96.805000	1.623000	85.159000	86.398000	
354.000000	0.000729	1.502000	96.545000	96.743000	1.651000	83.489000	85.323000	
355.000000	0.000724	1.503000	96.244000	96.559000	1.630000	84.635000	86.121000	
356.000000	0.000719	1.502000	96.342000	96.656000	1.652000	82.366000	84.559000	
357.000000	0.000714	1.499000	96.527000	96.866000	1.625000	84.110000	85.808000	
358.000000	0.000709	1.500000	96.523000	96.752000	1.639000	83.925000	85.496000	
359.000000	0.000704	1.501000	96.674000	96.893000	1.618000	85.890000	86.711000	
360.000000	0.000699	1.497000	96.784000	96.998000	1.637000	82.809000	85.010000	
361.000000	0.000694	1.503000	96.459000	96.603000	1.643000	83.368000	84.837000	
362.000000	0.000689	1.499000	96.499000	96.884000	1.632000	84.478000	86.537000	
363.000000	0.000684	1.497000	96.724000	96.980000	1.619000	85.427000	86.294000	
364.000000	0.000680	1.496000	96.629000	96.901000	1.617000	84.596000	86.329000	
365.000000	0.000675	1.501000	96.544000	96.612000	1.641000	83.566000	85.149000	
366.000000	0.000670	1.496000	96.923000	96.998000	1.637000	84.924000	86.294000	
367.000000	0.000665	1.494000	97.000000	97.200000	1.642000	84.866000	86.572000	
368.000000	0.000660	1.493000	97.058000	97.279000	1.630000	83.499000	85.566000	
369.000000	0.000655	1.496000	96.711000	96.928000	1.645000	83.353000	85.253000	
370.000000	0.000650	1.492000	97.124000	97.340000	1.629000	83.835000	86.017000	
371.000000	0.000646	1.498000	96.830000	97.042000	1.654000	83.449000	84.698000	
372.000000	0.000641	1.496000	96.726000	96.989000	1.623000	84.262000	85.600000	
373.000000	0.000636	1.495000	96.782000	96.945000	1.629000	84.213000	85.808000	
374.000000	0.000631	1.497000	96.526000	96.849000	1.627000	85.080000	86.190000	
375.000000	0.000626	1.494000	96.820000	96.963000	1.619000	85.171000	86.745000	
376.000000	0.000622	1.496000	96.809000	96.998000	1.621000	85.336000	86.919000	
377.000000	0.000617	1.497000	96.791000	96.849000	1.632000	84.033000	86.086000	
378.000000	0.000612	1.491000	97.177000	97.235000	1.637000	83.165000	85.149000	
379.000000	0.000607	1.493000	96.978000	97.103000	1.637000	82.706000	85.357000	
380.000000	0.000603	1.493000	96.907000	97.086000	1.619000	85.250000	86.815000	
381.000000	0.000598	1.490000	97.013000	97.288000	1.614000	85.540000	86.398000	
382.000000	0.000593	1.491000	97.004000	97.103000	1.639000	84.198000	85.323000	
383.000000	0.000588	1.488000	97.377000	97.551000	1.639000	83.505000	85.253000	
384.000000	0.000584	1.491000	96.904000	97.165000	1.616000	85.729000	87.023000	
385.000000	0.000579	1.487000	97.398000	97.612000	1.621000	84.973000	86.849000	
386.000000	0.000574	1.487000	96.953000	97.279000	1.621000	85.028000	85.878000	
387.000000	0.000570	1.490000	96.996000	97.121000	1.635000	83.852000	85.392000	
388.000000	0.000565	1.488000	97.094000	97.288000	1.646000	82.265000	85.010000	
389.000000	0.000561	1.487000	97.254000	97.525000	1.630000	84.286000	86.190000	
390.000000	0.000556	1.490000	97.171000	97.367000	1.646000	82.992000	85.010000	
391.000000	0.000551	1.484000	97.282000	97.612000	1.644000	84.008000	85.253000	
392.000000	0.000547	1.485000	97.521000	97.674000	1.653000	83.233000	84.768000	
393.000000	0.000542	1.486000	97.255000	97.533000	1.628000	84.171000	85.982000	
394.000000	0.000538	1.489000	97.029000	97.226000	1.655000	80.774000	83.414000	
395.000000	0.000533	1.484000	97.381000	97.516000	1.622000	83.887000	85.947000	
396.000000	0.000529	1.484000	97.365000	97.630000	1.618000	85.264000	86.676000	
397.000000	0.000524	1.484000	97.371000	97.542000	1.638000	83.720000	85.357000	
398.000000	0.000519	1.485000	97.525000	97.577000	1.623000	84.782000	86.260000	
399.000000	0.000515	1.481000	97.680000	97.762000	1.616000	85.527000	86.745000	
400.000000	0.000511	1.486000	97.444000	97.489000	1.644000	82.776000	84.837000	
401.000000	0.000506	1.480000	97.631000	97.867000	1.628000	83.970000	85.566000	
402.000000	0.000502	1.479000	97.729000	97.858000	1.625000	85.200000	86.537000	
403.000000	0.000497	1.484000	97.532000	97.577000	1.621000	85.054000	86.745000	
404.000000	0.000493	1.482000	97.357000	97.577000	1.627000	83.980000	85.982000	
405.000000	0.000488	1.483000	97.621000	97.656000	1.645000	84.663000	85.982000	
406.000000	0.000484	1.484000	97.324000	97.472000	1.632000	86.182000	86.711000	
407.000000	0.000480	1.480000	97.624000	97.849000	1.636000	84.144000	86.017000	
408.000000	0.000475	1.477000	97.864000	98.060000	1.631000	83.979000	85.357000	
409.000000	0.000471	1.481000	97.698000	97.876000	1.629000	84.207000	86.051000	
410.000000	0.000466	1.480000	97.669000	97.920000	1.624000	83.780000	85.913000	
411.000000	0.000462	1.478000	97.814000	97.893000	1.617000	84.987000	86.572000	
412.000000	0.000458	1.479000	97.885000	98.016000	1.627000	84.809000	86.607000	
413.000000	0.000454	1.478000	97.844000	98.016000	1.627000	83.401000	85.947000	
414.000000	0.000449	1.480000	97.579000	97.709000	1.620000	84.806000	86.815000	
415.000000	0.000445	1.478000	97.935000	98.078000	1.636000	83.165000	85.392000	
416.000000	0.000441	1.478000	97.616000	97.841000	1.622000	84.879000	86.849000	
417.000000	0.000437	1.477000	97.993000	98.086000	1.608000	86.292000	87.543000	
418.000000	0.000432	1.477000	98.014000	98.078000	1.622000	85.301000	86.641000	
419.000000	0.000428	1.478000	97.684000	97.893000	1.617000	83.854000	86.607000	
420.000000	0.000424	1.477000	97.887000	98.016000	1.626000	83.817000	86.502000	
421.000000	0.000420	1.480000	97.702000	97.884000	1.608000	85.215000	87.300000	
422.000000	0.000416	1.474000	97.998000	98.069000	1.614000	85.188000	87.231000	
423.000000	0.000411	1.478000	97.911000	97.981000	1.631000	84.535000	86.537000	
424.000000	0.000407	1.477000	97.891000	98.007000	1.620000	84.243000	86.641000	
425.000000	0.000403	1.476000	97.952000	98.086000	1.627000	84.253000	86.121000	
426.000000	0.000399	1.480000	97.852000	97.884000	1.639000	83.020000	85.323000	
427.000000	0.000395	1.475000	98.099000	98.183000	1.632000	84.016000	85.843000	
428.000000	0.000391	1.474000	98.115000	98.148000	1.622000	85.494000	86.919000	
429.000000	0.000387	1.476000	97.799000	97.911000	1.634000	84.023000	85.600000	
430.000000	0.000383	1.476000	97.929000	98.060000	1.619000	86.302000	87.196000	
431.000000	0.000379	1.471000	98.148000	98.315000	1.616000	84.796000	86.711000	
432.000000	0.000375	1.470000	98.363000	98.341000	1.616000	84.074000	86.468000	
433.000000	0.000371	1.472000	98.199000	98.332000	1.641000	84.133000	86.086000	
434.000000	0.000367	1.470000	98.205000	98.306000	1.631000	83.066000	85.913000	
435.000000	0.000363	1.471000	98.368000	98.358000	1.620000	84.474000	86.433000	
436.000000	0.000359	1.470000	98.303000	98.350000	1.608000	85.307000	87.266000	
437.000000	0.000355	1.469000	98.359000	98.446000	1.619000	85.616000	87.405000	
438.000000	0.000351	1.469000	98.230000	98.350000	1.611000	86.076000	87.543000	
439.000000	0.000348	1.470000	98.346000	98.411000	1.626000	85.118000	86.919000	
440.000000	0.000344	1.470000	98.210000	98.262000	1.611000	85.839000	87.127000	
441.000000	0.000340	1.468000	98.341000	98.481000	1.623000	84.724000	86.815000	
442.000000	0.000336	1.466000	98.503000	98.552000	1.628000	85.003000	86.468000	
443.000000	0.000332	1.467000	98.306000	98.517000	1.609000	85.709000	87.196000	
444.000000	0.000329	1.468000	98.207000	98.350000	1.623000	84.158000	86.398000	
445.000000	0.000325	1.467000	98.260000	98.411000	1.638000	84.413000	85.982000	
446.000000	0.000321	1.464000	98.524000	98.657000	1.623000	85.064000	86.572000	
447.000000	0.000317	1.466000	98.499000	98.543000	1.613000	85.398000	86.988000	
448.000000	0.000314	1.469000	98.152000	98.376000	1.622000	83.509000	85.808000	
449.000000	0.000310	1.469000	98.076000	98.218000	1.633000	84.279000	85.913000	
450.000000	0.000306	1.468000	98.590000	98.560000	1.630000	85.369000	86.537000	
451.000000	0.000303	1.466000	98.535000	98.622000	1.613000	85.326000	86.919000	
452.000000	0.000299	1.466000	98.509000	98.578000	1.606000	86.588000	87.682000	
453.000000	0.000295	1.465000	98.512000	98.596000	1.613000	85.267000	86.988000	
454.000000	0.000292	1.467000	98.282000	98.464000	1.624000	84.361000	86.641000	
455.000000	0.000288	1.464000	98.646000	98.648000	1.606000	86.267000	87.717000	
456.000000	0.000285	1.463000	98.704000	98.754000	1.608000	84.711000	86.711000	
457.000000	0.000281	1.467000	98.372000	98.481000	1.614000	85.677000	87.162000	
458.000000	0.000278	1.461000	98.758000	98.824000	1.618000	85.399000	87.092000	
459.000000	0.000274	1.463000	98.614000	98.736000	1.602000	85.905000	87.821000	
460.000000	0.000271	1.464000	98.517000	98.596000	1.635000	83.520000	85.774000	
461.000000	0.000267	1.460000	98.739000	98.850000	1.610000	85.529000	87.162000	
462.000000	0.000264	1.463000	98.594000	98.683000	1.612000	84.665000	86.676000	
463.000000	0.000261	1.463000	98.536000	98.596000	1.617000	85.586000	87.335000	
464.000000	0.000257	1.460000	98.995000	99.034000	1.627000	83.967000	86.121000	
465.000000	0.000254	1.462000	98.630000	98.736000	1.614000	85.436000	87.231000	
466.000000	0.000251	1.462000	98.592000	98.683000	1.611000	85.589000	87.752000	
467.000000	0.000247	1.459000	98.903000	98.955000	1.616000	86.073000	87.300000	
468.000000	0.000244	1.462000	98.634000	98.666000	1.621000	86.272000	87.231000	
469.000000	0.000241	1.459000	98.824000	98.894000	1.614000	85.392000	86.884000	
470.000000	0.000237	1.457000	99.081000	99.078000	1.620000	85.249000	87.092000	
471.000000	0.000234	1.458000	98.690000	98.806000	1.611000	85.778000	87.474000	
472.000000	0.000231	1.461000	98.710000	98.736000	1.628000	83.500000	85.947000	
473.000000	0.000228	1.457000	98.760000	98.850000	1.617000	85.740000	87.647000	
474.000000	0.000225	1.459000	98.598000	98.701000	1.617000	85.011000	86.711000	
475.000000	0.000221	1.458000	98.817000	98.894000	1.614000	85.658000	86.919000	
476.000000	0.000218	1.456000	99.087000	99.166000	1.610000	85.772000	87.543000	
477.000000	0.000215	1.458000	98.903000	98.991000	1.610000	85.719000	87.300000	
478.000000	0.000212	1.456000	99.027000	99.061000	1.610000	86.662000	87.960000	
479.000000	0.000209	1.458000	98.938000	98.955000	1.613000	85.925000	87.370000	
480.000000	0.000206	1.456000	99.063000	99.105000	1.617000	85.691000	87.300000	
481.000000	0.000203	1.456000	98.965000	99.008000	1.616000	85.439000	86.884000	
482.000000	0.000200	1.457000	98.978000	99.026000	1.606000	87.192000	87.890000	
483.000000	0.000197	1.457000	98.871000	98.947000	1.611000	85.995000	87.092000	
484.000000	0.000194	1.454000	99.151000	99.131000	1.609000	85.376000	87.023000	
485.000000	0.000191	1.454000	99.024000	99.122000	1.605000	86.527000	87.890000	
486.000000	0.000188	1.454000	99.077000	99.175000	1.631000	85.517000	86.815000	
487.000000	0.000185	1.454000	98.997000	99.105000	1.610000	85.725000	87.231000	
488.000000	0.000183	1.454000	99.067000	99.096000	1.619000	85.890000	87.058000	
489.000000	0.000180	1.453000	99.134000	99.219000	1.605000	86.609000	87.786000	
490.000000	0.000177	1.453000	99.033000	99.061000	1.624000	84.742000	86.919000	
491.000000	0.000174	1.453000	99.038000	99.113000	1.633000	85.242000	86.398000	
492.000000	0.000171	1.456000	98.998000	99.026000	1.615000	85.761000	86.884000	
493.000000	0.000169	1.454000	99.151000	99.166000	1.612000	86.184000	87.543000	
494.000000	0.000166	1.452000	99.107000	99.175000	1.621000	85.702000	87.092000	
495.000000	0.000163	1.452000	99.213000	99.271000	1.609000	86.434000	87.717000	
496.000000	0.000161	1.452000	99.081000	99.078000	1.615000	85.304000	86.884000	
497.000000	0.000158	1.453000	99.041000	99.131000	1.616000	85.937000	87.439000	
498.000000	0.000155	1.453000	99.202000	99.184000	1.614000	86.472000	87.752000	
499.000000	0.000153	1.451000	99.239000	99.289000	1.610000	86.186000	87.300000	
500.000000	0.000150	1.454000	98.975000	99.034000	1.615000	86.060000	87.682000	
501.000000	0.000147	1.450000	99.280000	99.289000	1.616000	85.882000	87.647000	
502.000000	0.000145	1.451000	99.241000	99.236000	1.604000	86.970000	88.133000	
503.000000	0.000142	1.450000	99.316000	99.307000	1.608000	85.860000	88.029000	
504.000000	0.000140	1.451000	99.229000	99.192000	1.605000	85.966000	87.474000	
505.000000	0.000138	1.451000	99.225000	99.236000	1.615000	85.128000	86.849000	
506.000000	0.000135	1.450000	99.155000	99.210000	1.606000	86.125000	87.821000	
507.000000	0.000133	1.449000	99.259000	99.324000	1.615000	85.864000	87.370000	
508.000000	0.000130	1.449000	99.299000	99.298000	1.608000	86.160000	87.578000	
509.000000	0.000128	1.450000	99.244000	99.245000	1.605000	86.075000	87.856000	
510.000000	0.000126	1.448000	99.330000	99.377000	1.604000	86.511000	87.786000	
511.000000	0.000123	1.451000	99.267000	99.271000	1.614000	85.480000	87.058000	
512.000000	0.000121	1.450000	99.292000	99.350000	1.603000	87.253000	88.203000	
513.000000	0.000119	1.449000	99.334000	99.342000	1.603000	86.031000	87.682000	
514.000000	0.000116	1.447000	99.449000	99.438000	1.611000	85.911000	87.266000	
515.000000	0.000114	1.447000	99.420000	99.403000	1.607000	86.740000	88.064000	
516.000000	0.000112	1.449000	99.289000	99.245000	1.607000	86.388000	87.474000	
517.000000	0.000110	1.449000	99.351000	99.307000	1.606000	85.658000	87.266000	
518.000000	0.000108	1.447000	99.320000	99.350000	1.601000	86.961000	88.272000	
519.000000	0.000106	1.448000	99.249000	99.298000	1.603000	86.870000	87.960000	
520.000000	0.000103	1.449000	99.280000	99.289000	1.613000	85.537000	87.058000	
521.000000	0.000101	1.448000	99.358000	99.403000	1.609000	86.467000	88.064000	
522.000000	0.000099	1.449000	99.283000	99.315000	1.631000	85.662000	87.682000	
523.000000	0.000097	1.449000	99.323000	99.333000	1.611000	86.020000	87.717000	
524.000000	0.000095	1.447000	99.426000	99.456000	1.601000	86.812000	88.341000	
525.000000	0.000093	1.447000	99.416000	99.447000	1.608000	85.373000	87.300000	
526.000000	0.000091	1.448000	99.171000	99.236000	1.602000	86.383000	87.890000	
527.000000	0.000090	1.445000	99.585000	99.552000	1.602000	86.463000	87.994000	
528.000000	0.000088	1.447000	99.353000	99.412000	1.599000	86.441000	87.925000	
529.000000	0.000086	1.446000	99.482000	99.500000	1.599000	86.997000	88.203000	
530.000000	0.000084	1.445000	99.446000	99.421000	1.612000	86.150000	87.994000	
531.000000	0.000082	1.445000	99.512000	99.570000	1.606000	85.953000	87.578000	
532.000000	0.000080	1.447000	99.312000	99.421000	1.605000	86.272000	87.682000	
533.000000	0.000079	1.444000	99.414000	99.473000	1.606000	86.622000	88.099000	
534.000000	0.000077	1.445000	99.388000	99.482000	1.605000	86.038000	87.613000	
535.000000	0.000075	1.445000	99.338000	99.447000	1.609000	86.469000	87.960000	
536.000000	0.000073	1.446000	99.570000	99.526000	1.608000	85.954000	87.405000	
537.000000	0.000072	1.444000	99.461000	99.535000	1.607000	86.136000	87.717000	
538.000000	0.000070	1.445000	99.495000	99.526000	1.613000	85.813000	87.266000	
539.000000	0.000068	1.446000	99.395000	99.429000	1.611000	86.056000	87.717000	
540.000000	0.000067	1.445000	99.353000	99.429000	1.605000	86.387000	88.133000	
541.000000	0.000065	1.443000	99.591000	99.587000	1.602000	86.989000	88.341000	
542.000000	0.000064	1.445000	99.499000	99.517000	1.596000	87.642000	88.619000	
543.000000	0.000062	1.443000	99.517000	99.491000	1.600000	86.691000	88.446000	
544.000000	0.000061	1.444000	99.545000	99.535000	1.603000	86.743000	87.994000	
545.000000	0.000059	1.443000	99.490000	99.570000	1.609000	87.447000	88.584000	
546.000000	0.000058	1.443000	99.481000	99.535000	1.602000	86.540000	87.890000	
547.000000	0.000056	1.443000	99.568000	99.561000	1.603000	86.482000	87.821000	
548.000000	0.000055	1.443000	99.550000	99.596000	1.602000	86.723000	87.821000	
549.000000	0.000054	1.443000	99.471000	99.526000	1.605000	87.461000	88.480000	
550.000000	0.000052	1.442000	99.614000	99.631000	1.601000	86.787000	88.029000	
551.000000	0.000051	1.442000	99.654000	99.658000	1.611000	86.508000	87.613000	
552.000000	0.000050	1.443000	99.525000	99.544000	1.604000	87.162000	88.480000	
553.000000	0.000049	1.444000	99.498000	99.491000	1.606000	85.395000	87.370000	
554.000000	0.000047	1.443000	99.599000	99.623000	1.609000	86.712000	88.029000	
555.000000	0.000046	1.443000	99.569000	99.623000	1.598000	87.027000	88.203000	
556.000000	0.000045	1.442000	99.670000	99.693000	1.604000	86.058000	87.925000	
557.000000	0.000044	1.442000	99.659000	99.640000	1.602000	86.202000	87.786000	
558.000000	0.000043	1.443000	99.503000	99.517000	1.611000	86.059000	87.821000	
559.000000	0.000042	1.442000	99.627000	99.623000	1.607000	86.048000	87.821000	
560.000000	0.000041	1.442000	99.630000	99.649000	1.608000	86.277000	88.064000	
561.000000	0.000040	1.441000	99.641000	99.649000	1.606000	86.423000	87.994000	
562.000000	0.000039	1.443000	99.526000	99.561000	1.610000	86.921000	88.376000	
563.000000	0.000038	1.441000	99.585000	99.640000	1.602000	86.941000	88.654000	
564.000000	0.000037	1.442000	99.553000	99.570000	1.599000	87.468000	88.654000	
565.000000	0.000036	1.442000	99.643000	99.658000	1.597000	87.150000	88.480000	
566.000000	0.000035	1.440000	99.606000	99.658000	1.598000	87.004000	88.272000	
567.000000	0.000034	1.440000	99.680000	99.719000	1.593000	87.493000	88.723000	
568.000000	0.000033	1.441000	99.618000	99.640000	1.598000	86.796000	88.480000	
569.000000	0.000032	1.441000	99.644000	99.649000	1.597000	86.833000	88.411000	
570.000000	0.000031	1.440000	99.569000	99.614000	1.602000	86.134000	87.856000	
571.000000	0.000031	1.443000	99.441000	99.447000	1.604000	86.477000	88.099000	
572.000000	0.000030	1.440000	99.686000	99.693000	1.607000	86.412000	87.752000	
573.000000	0.000029	1.441000	99.541000	99.614000	1.603000	87.299000	88.341000	
574.000000	0.000028	1.441000	99.701000	99.693000	1.603000	86.788000	88.064000	
575.000000	0.000028	1.441000	99.607000	99.596000	1.602000	86.827000	88.168000	
576.000000	0.000027	1.442000	99.417000	99.465000	1.601000	86.599000	88.203000	
577.000000	0.000027	1.442000	99.636000	99.631000	1.606000	86.728000	88.203000	
578.000000	0.000026	1.443000	99.547000	99.552000	1.599000	86.745000	88.064000	
579.000000	0.000025	1.441000	99.660000	99.702000	1.598000	86.613000	88.203000	
580.000000	0.000025	1.441000	99.564000	99.623000	1.601000	86.324000	87.960000	
581.000000	0.000024	1.441000	99.622000	99.596000	1.602000	87.032000	88.376000	
582.000000	0.000024	1.441000	99.630000	99.623000	1.607000	85.996000	87.821000	
583.000000	0.000023	1.440000	99.725000	99.781000	1.617000	86.581000	88.029000	
584.000000	0.000023	1.440000	99.648000	99.649000	1.603000	86.487000	87.890000	
585.000000	0.000023	1.440000	99.641000	99.640000	1.607000	86.669000	87.994000	
586.000000	0.000022	1.440000	99.517000	99.596000	1.604000	86.338000	87.925000	
587.000000	0.000022	1.439000	99.672000	99.684000	1.602000	86.544000	88.237000	
588.000000	0.000022	1.441000	99.548000	99.605000	1.615000	86.464000	88.029000	
589.000000	0.000021	1.440000	99.699000	99.675000	1.606000	86.347000	88.133000	
590.000000	0.000021	1.441000	99.571000	99.596000	1.602000	86.608000	88.168000	
591.000000	0.000021	1.439000	99.718000	99.693000	1.606000	86.750000	88.099000	
592.000000	0.000021	1.440000	99.680000	99.684000	1.601000	86.631000	87.994000	
593.000000	0.000020	1.440000	99.628000	99.675000	1.605000	86.843000	87.960000	
594.000000	0.000020	1.439000	99.708000	99.710000	1.601000	86.716000	88.237000	
595.000000	0.000020	1.440000	99.715000	99.763000	1.609000	86.559000	88.064000	
596.000000	0.000020	1.439000	99.633000	99.614000	1.598000	86.509000	88.064000	
597.000000	0.000020	1.439000	99.707000	99.702000	1.602000	86.341000	87.994000	
598.000000	0.000020	1.440000	99.710000	99.737000	1.603000	86.543000	88.376000	
599.000000	0.000020	1.440000	99.636000	99.710000	1.614000	86.434000	88.099000	
